ATC4;description_fr;description_nl
R02AB;Antibiotiques;Antibiotica
R02AD;Anesthésiques locaux;Anesthetica, lokale
R03AA;Alpha et bêta sympathicomimétiques;Alfa- en beta-sympathicomimetica
R03AB;Bêta sympathicomimétiques non sélectifs;Niet-selectieve beta-sympathicomimetica
R03AC;Bêta-2 sympathicomimétiques sélectifs;Selectieve beta-2-sympathicomimetica
R03AH;Associations de sympathicomimétiques;Combinaties van sympathicomimetica
R03AK;Sympathicomimétiques et autres antiasthmatiques;Sympathicomimetica met andere astmamiddelen
R03BA;Glucocorticoïdes;Glucocorticoïden
R03BB;Anticholinergiques;Parasympathicolytica
R03BC;Antiallergiques, sauf les corticostéroïdes;Anti-allergische middelen, excl. corticosteroïden
R03BX;Autres antiasthmatiques, par inhalation;Overige astmamiddelen, tracheaal
R03CA;Alpha et bêta sympathicomimétiques;Alfa- en beta-sympathicomimetica
R03CB;Bêta sympathicomimétiques non sélectifs;Niet-selectieve beta-sympathicomimetica
R03CC;Bêta-2 sympathicomimétiques sélectifs;Selectieve beta-2-sympathicomimetica
R03CK;Sympathicomimétiques et autres antiasthmatiques;Sympathicomimetica met andere astmamiddelen
R03DA;Xanthines;Xanthinederivaten
R03DB;Xanthines et sympathicomimétiques;Xanthinederivaten met sympathicomimetica
R03DC;Antagonistes des récepteurs des leukotrienes;Leukotrieenreceptorantagonisten
R03DX;Autres antiasthmatiques à usage systémique;Overige systemische middelen bij astma
R05CA;Expectorants;Expectorantia
R05CB;Mucolytiques;Mucolytica
R05DA;Alcaloïdes de l'opium et dérivés;Opiumalkaloïden en derivaten
R05DB;Autres antitussifs;Overige antitussiva
R05FA;Dérivés de l'opium et expectorants;Opiumderivaten met expectorantia
R05FB;Autres antitussifs et expectorants;Overige antitussiva met expectorantia
R06AA;Ethers d'aminoalkyle;Aminoalkylethers
R06AB;Alkylamines substituées;Gesubstitueerde alkylaminen
R06AC;Ethylenédiamines substituées;Gesubstitueerde ethyleendiamines
R06AD;Dérivés des phénothiazines;Fenothiazinederivaten
R06AE;Dérivés de la pipérazine;Piperazinederivaten
R06AK;Associations d'antihistaminiques;Combinaties van antihistaminica
R06AX;Autres antihistaminiques à usage systémique;Overige antihistaminica voor systemisch gebruik
R07AA;Surfactants pulmonaires;Longsurfactants
A01AB;Anti-infectieux à usage buccal;Anti-microbiële middelen voor gebruik in de mond
A02BA;Antihistaminiques H2;H2-receptorblokkerende middelen
A02BB;Prostaglandines;Prostaglandines
A02BC;Inhibiteurs de la pompe à protons;Inhibitoren van de protonpomp
A02BX;Autres substances pour le traitement de l'ulcère peptique;Overige ulcus pepticum middelen
A03AA;Anticholinergiques synthétiques, esters avec aminé tertiaire;Synthetische parasympathicolytica, esters met tertiaire aminogroep
A03AB;Anticholinergiques synthétiques, aminés quaternaires;Synthetische anti-cholinergica, kwaternaire ammoniumverbindingen
A03AD;Papavérine et dérives;Papaverine en derivaten
A03AX;Autres anticholinergiques synthétiques;Overige synthetische parasympathicolytica
A03BB;Alcaloïdes semisynthétiques de la belladone, ammonium quaternaire;Belladonna alkaloïden, semi-synthetische kwaternaire ammoniumverbindingen
A03FA;Procinétiques;Propulsiva
A04AA;Antagonistes de la sérotonine (5ht3);Serotonine (5ht3) antagonisten
A05AA;Acides biliaires;Galzuurpreparaten
A06AD;Laxatifs osmotiques;Osmotisch werkende laxantia
A07AA;Antibiotiques;Antibiotica
